sender_account,receiver_account,transaction_amount,timestamp,is_fraud
N_000580,N_001946,839.05,2023-01-23 01:00:00,0
M_LAU_000298,N_001963,6060.71,2023-01-23 01:00:00,1
N_001270,N_000154,433.0,2023-01-23 01:00:00,0
M_LAU_000576,N_001997,5892.94,2023-01-23 02:00:00,1
M_LAU_000026,N_001962,3014.71,2023-01-23 02:00:00,1
N_000006,M_REC_000401,175.42,2023-01-23 02:00:00,1
M_LAU_000576,N_001950,5875.29,2023-01-23 02:00:00,1
N_000044,M_REC_000285,108.51,2023-01-23 02:00:00,1
M_ACT_000575,N_001993,500.0,2023-01-23 02:00:00,1
M_LAU_000517,N_001974,4864.32,2023-01-23 02:00:00,1
N_000409,N_000610,29.8,2023-01-23 02:00:00,0
M_LAU_000298,N_001966,6462.64,2023-01-23 02:00:00,1
N_001253,N_001810,329.36,2023-01-23 02:00:00,0
N_001647,N_001985,432.04,2023-01-23 02:00:00,0
M_LAU_000517,N_001966,4928.21,2023-01-23 02:00:00,1
N_000236,N_000595,70.41,2023-01-23 03:00:00,0
N_000047,N_001811,556.94,2023-01-23 03:00:00,0
M_LAU_000145,N_001957,3796.12,2023-01-23 03:00:00,1
M_LAU_000225,N_001999,11277.86,2023-01-23 03:00:00,1
M_LAU_000561,N_001959,5224.83,2023-01-23 03:00:00,1
N_001843,N_001217,5000.0,2023-01-23 03:00:00,0
N_001503,N_000842,355.42,2023-01-23 03:00:00,0
N_000005,M_ACT_000323,50.0,2023-01-23 03:00:00,1
N_001872,N_000636,127.03,2023-01-23 03:00:00,0
M_ACT_000074,N_001991,100.0,2023-01-23 03:00:00,1
N_000383,N_000459,718.16,2023-01-23 04:00:00,0
N_001870,N_000517,2578.33,2023-01-23 04:00:00,0
M_LAU_000561,N_001984,5267.63,2023-01-23 04:00:00,1
M_LAU_000054,N_001977,8499.66,2023-01-23 04:00:00,1
M_LAU_000026,N_001958,2999.72,2023-01-23 04:00:00,1
N_001005,N_001570,772.17,2023-01-23 04:00:00,0
N_000010,M_ACT_000575,200.0,2023-01-23 04:00:00,1
N_000374,N_000523,297.46,2023-01-23 04:00:00,0
M_ACT_000401,N_001981,200.0,2023-01-23 04:00:00,1
M_LAU_000576,N_001984,5943.38,2023-01-23 04:00:00,1
N_000096,N_001858,226.62,2023-01-23 04:00:00,0
N_000000,M_REC_000054,134.53,2023-01-23 04:00:00,1
N_000024,M_REC_000247,47.76,2023-01-23 04:00:00,1
N_000045,N_001931,38.5,2023-01-23 04:00:00,0
N_001608,N_001563,1123.51,2023-01-23 04:00:00,0
M_LAU_000517,N_001981,4982.06,2023-01-23 05:00:00,1
N_000002,M_REC_000435,46.7,2023-01-23 05:00:00,1
M_LAU_000561,N_001982,5058.81,2023-01-23 05:00:00,1
N_001119,N_000851,1177.0,2023-01-23 05:00:00,0
N_000369,N_001107,1632.04,2023-01-23 05:00:00,0
M_LAU_000298,N_001990,6583.04,2023-01-23 05:00:00,1
M_LAU_000118,N_001996,15624.39,2023-01-23 05:00:00,1
M_LAU_000054,N_001985,8229.93,2023-01-23 05:00:00,1
N_000038,M_REC_000301,153.34,2023-01-23 05:00:00,1
M_LAU_000225,N_001975,11882.04,2023-01-23 05:00:00,1
N_000028,M_REC_000313,13.15,2023-01-23 05:00:00,1
N_000467,N_000630,612.87,2023-01-23 05:00:00,0
N_000003,M_REC_000147,91.91,2023-01-23 06:00:00,1
N_001790,N_001148,401.77,2023-01-23 06:00:00,0
N_001260,N_000945,124.64,2023-01-23 06:00:00,0
M_ACT_000315,N_001952,50.0,2023-01-23 06:00:00,1
N_000407,N_001571,5000.0,2023-01-23 06:00:00,0
N_000011,M_ACT_000323,100.0,2023-01-23 06:00:00,1
N_000736,N_000422,493.99,2023-01-23 06:00:00,0
N_000312,N_001702,1982.25,2023-01-23 06:00:00,0
M_LAU_000576,N_001963,5987.74,2023-01-23 06:00:00,1
M_LAU_000225,N_001990,11824.34,2023-01-23 06:00:00,1
N_001957,N_000660,776.0,2023-01-23 06:00:00,0
M_LAU_000561,N_001952,5438.08,2023-01-23 06:00:00,1
M_LAU_000375,N_001979,6969.84,2023-01-23 07:00:00,1
N_000854,N_000869,558.57,2023-01-23 07:00:00,0
M_LAU_000576,N_001963,5722.72,2023-01-23 07:00:00,1
M_LAU_000517,N_001955,4876.54,2023-01-23 07:00:00,1
M_LAU_000576,N_001958,5873.04,2023-01-23 07:00:00,1
N_000760,N_001578,4353.51,2023-01-23 07:00:00,0
N_001822,N_001249,45.88,2023-01-23 07:00:00,0
M_LAU_000054,N_001954,9047.93,2023-01-23 07:00:00,1
N_001507,N_000998,5000.0,2023-01-23 07:00:00,0
M_LAU_000118,N_001951,15578.75,2023-01-23 07:00:00,1
N_000010,M_ACT_000401,500.0,2023-01-23 07:00:00,1
M_LAU_000096,N_001969,10262.35,2023-01-23 07:00:00,1
N_000449,N_001439,1481.63,2023-01-23 07:00:00,0
N_001476,N_001478,2247.74,2023-01-23 08:00:00,0
M_LAU_000571,N_001994,8289.04,2023-01-23 08:00:00,1
N_001540,N_000604,2521.21,2023-01-23 08:00:00,0
M_LAU_000571,N_001993,8299.54,2023-01-23 08:00:00,1
N_000872,N_000100,174.84,2023-01-23 08:00:00,0
M_LAU_000225,N_001975,11658.97,2023-01-23 08:00:00,1
M_ACT_000323,N_001997,50.0,2023-01-23 08:00:00,1
N_001392,N_000775,310.85,2023-01-23 08:00:00,0
M_LAU_000375,N_001966,6671.41,2023-01-23 08:00:00,1
N_000009,M_ACT_000323,50.0,2023-01-23 08:00:00,1
M_LAU_000576,N_001963,6155.85,2023-01-23 08:00:00,1
N_000023,M_ACT_000074,50.0,2023-01-23 08:00:00,1
M_ACT_000401,N_001954,500.0,2023-01-23 08:00:00,1
N_001191,N_000602,229.86,2023-01-23 08:00:00,0
M_LAU_000054,N_001973,8793.58,2023-01-23 08:00:00,1
N_000332,N_001638,154.75,2023-01-23 08:00:00,0
N_001998,N_000322,4208.49,2023-01-23 08:00:00,0
M_LAU_000298,N_001994,6618.38,2023-01-23 09:00:00,1
N_001301,N_001757,61.41,2023-01-23 09:00:00,0
N_000385,N_001939,169.17,2023-01-23 09:00:00,0
M_ACT_000323,N_001955,100.0,2023-01-23 09:00:00,1
N_000946,N_001367,528.07,2023-01-23 09:00:00,0
M_ACT_000575,N_001956,200.0,2023-01-23 09:00:00,1
N_001360,N_000101,1014.61,2023-01-23 09:00:00,0
M_LAU_000298,N_001952,6191.35,2023-01-23 09:00:00,1
N_000010,M_ACT_000142,100.0,2023-01-23 09:00:00,1
N_001249,N_000716,815.28,2023-01-23 09:00:00,0
N_000261,N_001019,270.13,2023-01-23 09:00:00,0
M_LAU_000145,N_001996,3723.66,2023-01-23 09:00:00,1
M_LAU_000026,N_001978,2920.99,2023-01-23 10:00:00,1
M_LAU_000026,N_001977,3115.38,2023-01-23 10:00:00,1
M_LAU_000118,N_001952,15438.84,2023-01-23 10:00:00,1
N_001564,N_001042,479.66,2023-01-23 10:00:00,0
N_000075,N_000931,5000.0,2023-01-23 10:00:00,0
N_001156,N_001699,967.92,2023-01-23 10:00:00,0
M_ACT_000323,N_001964,50.0,2023-01-23 10:00:00,1
N_001671,N_001345,5000.0,2023-01-23 10:00:00,0
N_001234,N_001168,894.87,2023-01-23 10:00:00,0
N_001147,N_000537,276.17,2023-01-23 10:00:00,0
M_LAU_000517,N_001966,5178.23,2023-01-23 10:00:00,1
N_000158,N_000206,3415.12,2023-01-23 10:00:00,0
N_001736,N_001217,793.46,2023-01-23 10:00:00,0
M_LAU_000375,N_001966,6869.04,2023-01-23 10:00:00,1
M_LAU_000517,N_001977,4722.06,2023-01-23 10:00:00,1
N_001524,N_001381,98.66,2023-01-23 10:00:00,0
M_LAU_000096,N_001992,10655.81,2023-01-23 11:00:00,1
M_LAU_000561,N_001977,5033.36,2023-01-23 11:00:00,1
N_000532,N_000305,890.21,2023-01-23 11:00:00,0
M_LAU_000054,N_001975,8237.77,2023-01-23 11:00:00,1
M_LAU_000096,N_001980,10275.23,2023-01-23 11:00:00,1
N_000674,N_001311,889.58,2023-01-23 11:00:00,0
N_000001,M_ACT_000181,500.0,2023-01-23 11:00:00,1
M_LAU_000298,N_001994,6267.4,2023-01-23 12:00:00,1
M_LAU_000096,N_001966,10609.63,2023-01-23 12:00:00,1
M_LAU_000026,N_001978,3136.02,2023-01-23 12:00:00,1
M_LAU_000571,N_001963,8556.87,2023-01-23 12:00:00,1
M_ACT_000181,N_001972,500.0,2023-01-23 12:00:00,1
N_000143,N_000615,311.66,2023-01-23 12:00:00,0
N_000412,N_000822,430.73,2023-01-23 13:00:00,0
N_000017,M_ACT_000103,100.0,2023-01-23 13:00:00,1
N_001751,N_000470,2758.97,2023-01-23 13:00:00,0
N_001648,N_000595,2368.93,2023-01-23 13:00:00,0
N_000036,M_REC_000021,79.52,2023-01-23 13:00:00,1
N_001105,N_000465,3749.29,2023-01-23 14:00:00,0
N_001808,N_001856,2941.95,2023-01-23 14:00:00,0
N_001306,N_001483,3569.4,2023-01-23 14:00:00,0
N_001696,N_001331,136.37,2023-01-23 14:00:00,0
N_001642,N_000159,145.71,2023-01-23 14:00:00,0
N_001016,N_001570,588.91,2023-01-23 14:00:00,0
N_000538,N_000713,709.75,2023-01-23 14:00:00,0
N_000038,M_REC_000467,193.52,2023-01-23 14:00:00,1
N_000007,M_REC_000183,70.05,2023-01-23 15:00:00,1
N_000014,M_REC_000284,147.78,2023-01-23 15:00:00,1
N_001451,N_000697,355.14,2023-01-23 15:00:00,0
N_000029,M_ACT_000373,500.0,2023-01-23 15:00:00,1
N_001776,N_001984,5000.0,2023-01-23 15:00:00,0
N_001971,N_000998,591.53,2023-01-23 15:00:00,0
N_000007,M_ACT_000315,500.0,2023-01-23 15:00:00,1
N_000030,M_REC_000012,95.86,2023-01-23 15:00:00,1
N_000134,N_001122,1943.87,2023-01-23 15:00:00,0
N_000041,M_ACT_000401,100.0,2023-01-23 16:00:00,1
N_000559,N_001543,866.49,2023-01-23 16:00:00,0
N_001386,N_001375,1199.84,2023-01-23 16:00:00,0
N_001300,N_001793,519.57,2023-01-23 16:00:00,0
N_000621,N_000509,5000.0,2023-01-23 16:00:00,0
N_000012,M_ACT_000181,100.0,2023-01-23 17:00:00,1
N_000699,N_000789,215.8,2023-01-23 17:00:00,0
N_001193,N_001453,139.51,2023-01-23 17:00:00,0
N_000706,N_001880,304.37,2023-01-23 17:00:00,0
N_000442,N_001793,317.5,2023-01-23 17:00:00,0
N_001735,N_000970,10.0,2023-01-23 17:00:00,0
N_001336,N_000330,1996.87,2023-01-23 17:00:00,0
N_000006,M_REC_000259,53.53,2023-01-23 17:00:00,1
N_000832,N_000016,15.64,2023-01-23 17:00:00,0
N_000000,M_ACT_000142,500.0,2023-01-23 18:00:00,1
M_ACT_000103,N_001952,100.0,2023-01-23 18:00:00,1
N_000462,N_000858,1429.65,2023-01-23 18:00:00,0
N_001874,N_000705,1786.78,2023-01-23 18:00:00,0
N_001363,N_001041,2003.72,2023-01-23 18:00:00,0
N_000030,M_REC_000256,121.77,2023-01-23 18:00:00,1
N_001827,N_001116,3615.61,2023-01-23 18:00:00,0
N_001038,N_000145,153.53,2023-01-23 18:00:00,0
N_000241,N_000529,228.37,2023-01-23 18:00:00,0
N_000049,N_000331,4219.9,2023-01-23 18:00:00,0
N_000260,N_001715,105.43,2023-01-23 18:00:00,0
M_ACT_000181,N_001955,100.0,2023-01-23 19:00:00,1
N_001386,N_000565,130.5,2023-01-23 19:00:00,0
N_000009,M_ACT_000074,50.0,2023-01-23 19:00:00,1
N_000021,M_REC_000309,111.76,2023-01-23 19:00:00,1
N_000001,M_REC_000102,49.94,2023-01-23 19:00:00,1
N_000022,M_REC_000040,84.28,2023-01-23 19:00:00,1
N_001548,N_000156,1147.32,2023-01-23 19:00:00,0
N_000846,N_001712,5000.0,2023-01-23 19:00:00,0
N_001007,N_001831,821.6,2023-01-23 19:00:00,0
N_001968,N_000884,93.39,2023-01-23 19:00:00,0
N_001149,N_001056,1860.84,2023-01-23 20:00:00,0
N_000026,M_REC_000310,163.7,2023-01-23 20:00:00,1
N_000017,M_REC_000537,56.73,2023-01-23 20:00:00,1
M_ACT_000373,N_001974,500.0,2023-01-23 20:00:00,1
N_001920,N_000392,348.38,2023-01-23 20:00:00,0
N_000026,M_REC_000126,146.81,2023-01-23 21:00:00,1
N_000012,M_REC_000251,122.39,2023-01-23 21:00:00,1
N_001027,N_000934,387.33,2023-01-23 21:00:00,0
N_000755,N_000526,272.24,2023-01-23 21:00:00,0
N_000018,M_ACT_000323,200.0,2023-01-23 21:00:00,1
N_000016,M_ACT_000074,200.0,2023-01-23 21:00:00,1
N_000038,M_REC_000052,158.8,2023-01-23 21:00:00,1
M_ACT_000074,N_001995,50.0,2023-01-23 21:00:00,1
M_ACT_000142,N_001955,500.0,2023-01-23 21:00:00,1
N_001991,N_001810,1044.54,2023-01-23 21:00:00,0
N_001813,N_001972,2023.82,2023-01-23 22:00:00,0
N_000041,M_REC_000384,153.62,2023-01-23 22:00:00,1
N_000044,M_REC_000201,75.54,2023-01-23 22:00:00,1
M_ACT_000323,N_001993,200.0,2023-01-23 22:00:00,1
N_000018,M_ACT_000142,100.0,2023-01-23 22:00:00,1
N_000014,N_000367,3038.4,2023-01-23 22:00:00,0
N_000035,M_ACT_000401,200.0,2023-01-23 23:00:00,1
N_000046,M_ACT_000401,500.0,2023-01-23 23:00:00,1
N_000020,M_REC_000176,160.96,2023-01-23 23:00:00,1
N_000732,N_000050,41.76,2023-01-23 23:00:00,0
N_000468,N_000784,89.45,2023-01-23 23:00:00,0
N_000177,N_000060,1248.28,2023-01-23 23:00:00,0
N_001173,N_001637,5000.0,2023-01-23 23:00:00,0
N_000007,M_REC_000166,169.63,2023-01-23 23:00:00,1
N_000049,M_EXT_000422,238.92,2023-01-24 00:00:00,1
N_000021,M_EXT_000001,1085.6,2023-01-24 00:00:00,1
N_000047,M_EXT_000424,2000.0,2023-01-24 00:00:00,1
N_000020,M_ACT_000112,500.0,2023-01-24 00:00:00,1
N_000012,M_EXT_000031,2000.0,2023-01-24 00:00:00,1
N_000010,M_EXT_000382,556.79,2023-01-24 00:00:00,1
N_000008,M_EXT_000599,2000.0,2023-01-24 00:00:00,1
N_000031,M_EXT_000489,2000.0,2023-01-24 00:00:00,1
M_ACT_000401,N_001982,200.0,2023-01-24 00:00:00,1
N_000034,M_EXT_000582,2000.0,2023-01-24 00:00:00,1
N_000187,N_001470,113.47,2023-01-24 00:00:00,0
N_000018,M_REC_000256,154.89,2023-01-24 00:00:00,1
N_000009,M_LAU_000229,39894.85,2023-01-24 00:00:00,1
N_000034,M_LAU_000497,38755.18,2023-01-24 00:00:00,1
N_000015,M_EXT_000238,100.0,2023-01-24 00:00:00,1
N_000001,M_EXT_000078,2000.0,2023-01-24 00:00:00,1
N_000034,M_REC_000166,104.0,2023-01-24 00:00:00,1
N_000000,M_EXT_000086,100.0,2023-01-24 00:00:00,1
N_000049,M_EXT_000088,1158.97,2023-01-24 00:00:00,1
N_000026,M_LAU_000326,48492.57,2023-01-24 00:00:00,1
N_000002,M_EXT_000233,272.34,2023-01-24 00:00:00,1
N_000016,M_LAU_000438,36174.88,2023-01-24 00:00:00,1
N_000013,M_EXT_000492,2000.0,2023-01-24 00:00:00,1
N_000023,M_EXT_000040,100.0,2023-01-24 00:00:00,1
N_000046,M_EXT_000591,536.92,2023-01-24 00:00:00,1
N_000012,M_EXT_000130,2000.0,2023-01-24 00:00:00,1
N_000015,M_ACT_000112,50.0,2023-01-24 00:00:00,1
N_000016,M_EXT_000274,938.87,2023-01-24 00:00:00,1
N_000041,M_EXT_000130,100.0,2023-01-24 00:00:00,1
N_000024,M_REC_000272,169.47,2023-01-24 00:00:00,1
N_000034,M_EXT_000186,1903.49,2023-01-24 00:00:00,1
N_000014,M_REC_000425,161.55,2023-01-24 00:00:00,1
N_000417,N_000190,170.69,2023-01-24 00:00:00,0
N_001413,N_001261,125.9,2023-01-24 00:00:00,0
N_000020,M_EXT_000464,123.31,2023-01-24 00:00:00,1
N_000029,M_LAU_000141,28972.2,2023-01-24 00:00:00,1
N_000038,M_EXT_000192,354.22,2023-01-24 00:00:00,1
N_000015,M_EXT_000016,2000.0,2023-01-24 00:00:00,1
N_000000,M_LAU_000195,42284.22,2023-01-24 00:00:00,1
N_000025,M_EXT_000437,100.0,2023-01-24 00:00:00,1
N_000032,M_EXT_000265,2000.0,2023-01-24 00:00:00,1
N_000009,M_EXT_000337,100.0,2023-01-24 00:00:00,1
N_000000,M_LAU_000098,10797.46,2023-01-24 00:00:00,1
N_000021,M_EXT_000311,2000.0,2023-01-24 00:00:00,1
M_LAU_000098,N_001988,3446.77,2023-01-24 01:00:00,1
M_LAU_000141,N_001969,3407.6,2023-01-24 01:00:00,1
N_001995,N_000137,289.78,2023-01-24 01:00:00,0
M_LAU_000141,N_001995,3325.05,2023-01-24 01:00:00,1
M_LAU_000141,N_001959,3286.35,2023-01-24 01:00:00,1
N_000002,N_000558,57.58,2023-01-24 01:00:00,0
N_001457,N_000573,926.4,2023-01-24 01:00:00,0
M_LAU_000195,N_001959,8028.88,2023-01-24 01:00:00,1
M_LAU_000229,N_001973,5530.32,2023-01-24 02:00:00,1
N_000172,N_000664,106.0,2023-01-24 02:00:00,0
M_LAU_000438,N_001999,4751.3,2023-01-24 02:00:00,1
M_LAU_000326,N_001972,6760.57,2023-01-24 02:00:00,1
N_001832,N_000369,211.52,2023-01-24 02:00:00,0
M_LAU_000326,N_001950,6258.69,2023-01-24 02:00:00,1
N_000864,N_000550,617.45,2023-01-24 02:00:00,0
N_000011,M_ACT_000103,100.0,2023-01-24 02:00:00,1
N_000516,N_001113,5000.0,2023-01-24 02:00:00,0
N_000032,M_ACT_000401,500.0,2023-01-24 03:00:00,1
M_LAU_000141,N_001974,3338.12,2023-01-24 03:00:00,1
N_001223,N_000160,312.89,2023-01-24 03:00:00,0
M_LAU_000229,N_001951,5265.36,2023-01-24 03:00:00,1
N_000758,N_000379,134.79,2023-01-24 03:00:00,0
N_001861,N_001114,5000.0,2023-01-24 03:00:00,0
M_LAU_000497,N_001958,4462.07,2023-01-24 03:00:00,1
N_001798,N_001151,5000.0,2023-01-24 03:00:00,0
N_000461,N_001052,3301.33,2023-01-24 03:00:00,0
N_000882,N_001427,165.58,2023-01-24 03:00:00,0
N_001501,N_000253,111.07,2023-01-24 03:00:00,0
M_LAU_000229,N_001951,5260.42,2023-01-24 03:00:00,1
M_LAU_000195,N_001966,8326.7,2023-01-24 03:00:00,1
M_ACT_000401,N_001974,500.0,2023-01-24 03:00:00,1
M_LAU_000438,N_001981,4960.63,2023-01-24 04:00:00,1
N_001226,N_000625,731.63,2023-01-24 04:00:00,0
N_000926,N_000492,155.59,2023-01-24 04:00:00,0
N_000378,N_001457,88.34,2023-01-24 04:00:00,0
N_000033,M_REC_000504,199.85,2023-01-24 04:00:00,1
N_000016,N_000476,1402.92,2023-01-24 04:00:00,0
N_000010,N_001647,1391.84,2023-01-24 04:00:00,0
N_001690,N_000231,5000.0,2023-01-24 04:00:00,0
M_LAU_000497,N_001997,4707.48,2023-01-24 04:00:00,1
M_LAU_000497,N_001978,4738.84,2023-01-24 04:00:00,1
M_LAU_000141,N_001989,3399.91,2023-01-24 04:00:00,1
M_LAU_000497,N_001997,4697.72,2023-01-24 04:00:00,1
N_000719,N_000059,612.77,2023-01-24 04:00:00,0
N_000491,N_001935,5000.0,2023-01-24 05:00:00,0
M_LAU_000497,N_001961,4821.73,2023-01-24 05:00:00,1
M_ACT_000103,N_001981,100.0,2023-01-24 05:00:00,1
M_ACT_000112,N_001997,500.0,2023-01-24 05:00:00,1
N_000019,M_ACT_000373,200.0,2023-01-24 05:00:00,1
M_LAU_000438,N_001966,5163.98,2023-01-24 05:00:00,1
N_000238,N_001880,1142.86,2023-01-24 05:00:00,0
N_001888,N_001723,5000.0,2023-01-24 05:00:00,0
N_001668,N_000255,5000.0,2023-01-24 05:00:00,0
N_000048,M_REC_000124,54.03,2023-01-24 05:00:00,1
N_001049,N_001432,1402.75,2023-01-24 05:00:00,0
N_001323,N_000026,49.07,2023-01-24 05:00:00,0
N_001745,N_000245,5000.0,2023-01-24 05:00:00,0
M_LAU_000497,N_001989,4597.24,2023-01-24 06:00:00,1
M_LAU_000141,N_001958,3609.38,2023-01-24 06:00:00,1
M_LAU_000229,N_001980,5673.83,2023-01-24 06:00:00,1
M_LAU_000438,N_001971,5088.34,2023-01-24 06:00:00,1
M_LAU_000326,N_001969,6503.08,2023-01-24 06:00:00,1
M_LAU_000229,N_001974,5399.07,2023-01-24 06:00:00,1
N_000009,M_REC_000055,79.21,2023-01-24 06:00:00,1
N_000048,M_ACT_000103,200.0,2023-01-24 06:00:00,1
N_000018,M_ACT_000315,50.0,2023-01-24 06:00:00,1
M_LAU_000326,N_001959,6596.41,2023-01-24 06:00:00,1
M_ACT_000373,N_001963,200.0,2023-01-24 06:00:00,1
N_001701,N_000895,932.95,2023-01-24 07:00:00,0
M_LAU_000326,N_001978,6587.16,2023-01-24 07:00:00,1
N_001178,N_001033,72.95,2023-01-24 07:00:00,0
M_LAU_000098,N_001991,3482.23,2023-01-24 07:00:00,1
N_000515,N_001016,641.74,2023-01-24 07:00:00,0
M_LAU_000195,N_001982,8226.92,2023-01-24 07:00:00,1
N_000000,M_REC_000012,55.37,2023-01-24 07:00:00,1
M_LAU_000326,N_001985,6320.17,2023-01-24 08:00:00,1
M_LAU_000497,N_001958,4725.72,2023-01-24 08:00:00,1
M_LAU_000141,N_001987,3503.83,2023-01-24 08:00:00,1
N_000018,M_REC_000304,187.03,2023-01-24 08:00:00,1
M_ACT_000401,N_001997,500.0,2023-01-24 08:00:00,1
N_000896,N_001227,1167.24,2023-01-24 08:00:00,0
M_LAU_000195,N_001967,8159.83,2023-01-24 09:00:00,1
N_000036,M_ACT_000074,500.0,2023-01-24 09:00:00,1
N_001603,N_001507,1318.24,2023-01-24 09:00:00,0
N_001453,N_000378,5000.0,2023-01-24 09:00:00,0
N_001701,N_001410,38.09,2023-01-24 09:00:00,0
N_000763,N_000785,564.68,2023-01-24 09:00:00,0
N_001623,N_000035,342.8,2023-01-24 09:00:00,0
M_LAU_000438,N_001964,4884.89,2023-01-24 09:00:00,1
N_001632,N_001644,486.75,2023-01-24 09:00:00,0
M_LAU_000098,N_001963,3409.98,2023-01-24 09:00:00,1
N_001829,N_000428,155.55,2023-01-24 10:00:00,0
N_000570,N_000296,482.3,2023-01-24 10:00:00,0
M_LAU_000438,N_001962,5033.57,2023-01-24 10:00:00,1
N_000024,M_REC_000419,160.66,2023-01-24 10:00:00,1
M_LAU_000229,N_001966,5469.46,2023-01-24 10:00:00,1
N_001928,N_001839,158.47,2023-01-24 10:00:00,0
N_000828,N_001709,2609.06,2023-01-24 10:00:00,0
N_000639,N_001410,281.75,2023-01-24 10:00:00,0
M_LAU_000326,N_001979,6307.66,2023-01-24 10:00:00,1
M_ACT_000074,N_001973,500.0,2023-01-24 10:00:00,1
M_LAU_000497,N_001999,4709.43,2023-01-24 10:00:00,1
M_ACT_000103,N_001993,200.0,2023-01-24 11:00:00,1
N_001641,N_000477,297.56,2023-01-24 11:00:00,0
N_001341,N_000903,53.57,2023-01-24 11:00:00,0
M_LAU_000438,N_001998,5126.72,2023-01-24 11:00:00,1
N_000049,M_ACT_000401,50.0,2023-01-24 11:00:00,1
N_000154,N_001437,3798.13,2023-01-24 11:00:00,0
M_LAU_000229,N_001995,5397.44,2023-01-24 11:00:00,1
N_001799,N_001501,2545.03,2023-01-24 11:00:00,0
M_ACT_000401,N_001953,50.0,2023-01-24 12:00:00,1
N_001026,N_001045,5000.0,2023-01-24 12:00:00,0
N_000031,M_REC_000196,183.14,2023-01-24 12:00:00,1
N_000009,N_000675,17.91,2023-01-24 12:00:00,0
M_LAU_000195,N_001962,7852.72,2023-01-24 12:00:00,1
M_LAU_000141,N_001979,3361.03,2023-01-24 12:00:00,1
N_001955,N_001752,254.1,2023-01-24 12:00:00,0
N_000041,M_REC_000531,60.72,2023-01-24 12:00:00,1
N_000031,M_REC_000359,196.54,2023-01-24 12:00:00,1
N_001332,N_001936,315.24,2023-01-24 13:00:00,0
N_000048,M_REC_000299,174.16,2023-01-24 13:00:00,1
N_000043,M_ACT_000074,500.0,2023-01-24 13:00:00,1
N_000037,M_REC_000147,83.61,2023-01-24 13:00:00,1
N_000891,N_000089,3843.6,2023-01-24 13:00:00,0
N_000173,N_000729,115.24,2023-01-24 13:00:00,0
N_001700,N_000110,455.19,2023-01-24 13:00:00,0
N_000046,M_ACT_000023,50.0,2023-01-24 13:00:00,1
N_000108,N_001316,1563.41,2023-01-24 13:00:00,0
N_000530,N_000579,235.85,2023-01-24 13:00:00,0
N_000042,M_REC_000528,22.17,2023-01-24 14:00:00,1
N_001525,N_000963,4164.16,2023-01-24 14:00:00,0
N_000046,M_ACT_000099,100.0,2023-01-24 14:00:00,1
N_001264,N_001228,61.03,2023-01-24 14:00:00,0
N_001242,N_001140,81.55,2023-01-24 14:00:00,0
N_001890,N_001829,627.0,2023-01-24 14:00:00,0
N_000971,N_000310,454.89,2023-01-24 14:00:00,0
N_000036,M_REC_000076,101.25,2023-01-24 15:00:00,1
N_001667,N_001007,99.96,2023-01-24 15:00:00,0
N_001540,N_000240,995.4,2023-01-24 15:00:00,0
N_001795,N_000425,2261.11,2023-01-24 15:00:00,0
N_000040,M_REC_000020,55.21,2023-01-24 15:00:00,1
N_000009,M_REC_000206,129.82,2023-01-24 15:00:00,1
M_ACT_000074,N_001973,500.0,2023-01-24 15:00:00,1
N_000034,M_REC_000359,104.98,2023-01-24 15:00:00,1
N_000031,M_ACT_000373,100.0,2023-01-24 15:00:00,1
N_001923,N_000572,899.57,2023-01-24 15:00:00,0
N_001773,N_000229,3369.78,2023-01-24 15:00:00,0
N_000565,N_001563,689.09,2023-01-24 15:00:00,0
N_001668,N_000501,512.28,2023-01-24 15:00:00,0
N_000314,N_001988,264.57,2023-01-24 16:00:00,0
N_000260,N_001318,249.79,2023-01-24 16:00:00,0
N_000391,N_000430,91.48,2023-01-24 16:00:00,0
N_000870,N_001890,1129.62,2023-01-24 16:00:00,0
N_001906,N_001602,998.28,2023-01-24 16:00:00,0
N_000177,N_000760,244.05,2023-01-24 16:00:00,0
N_000016,N_001813,892.05,2023-01-24 16:00:00,0
N_001194,N_001001,533.34,2023-01-24 16:00:00,0
N_000718,N_001641,5000.0,2023-01-24 17:00:00,0
N_000026,M_REC_000562,17.49,2023-01-24 17:00:00,1
N_000047,M_ACT_000373,200.0,2023-01-24 17:00:00,1
N_000046,M_ACT_000166,50.0,2023-01-24 17:00:00,1
N_000695,N_000688,161.0,2023-01-24 17:00:00,0
N_000022,M_ACT_000099,200.0,2023-01-24 18:00:00,1
N_000952,N_001899,132.99,2023-01-24 18:00:00,0
N_001542,N_001240,130.65,2023-01-24 18:00:00,0
N_000022,M_REC_000431,96.56,2023-01-24 18:00:00,1
N_001293,N_001176,113.09,2023-01-24 18:00:00,0
N_001273,N_000756,2445.08,2023-01-24 18:00:00,0
N_000010,M_ACT_000315,100.0,2023-01-24 18:00:00,1
N_001320,N_001769,116.02,2023-01-24 19:00:00,0
N_000000,N_001691,1521.53,2023-01-24 19:00:00,0
N_000724,N_001135,437.87,2023-01-24 19:00:00,0
N_000007,M_REC_000540,164.94,2023-01-24 19:00:00,1
N_000296,N_000574,707.39,2023-01-24 19:00:00,0
N_000172,N_000910,20.97,2023-01-24 19:00:00,0
N_001817,N_001146,1371.4,2023-01-24 19:00:00,0
N_000942,N_000060,5000.0,2023-01-24 19:00:00,0
N_001568,N_000324,410.26,2023-01-24 20:00:00,0
