,gnn_proba
C1565674952,1.0
C1565689455,1.931111e-05
C1565694072,1.5174665e-05
C1565735619,0.99999297
C1565737203,0.0034741322
C1565744569,0.004681196
C1565755924,4.526524e-05
C1565777536,2.7705113e-05
C1565779234,0.0034891132
C1565810585,0.0045977486
C1565812318,1.2956147e-05
C1565836383,0.0030455044
C1565851172,0.004605771
C1565876576,1.0
C1565878172,1.3659244e-05
C1565885193,2.4799012e-05
C1565888855,0.0035074379
C156594551,0.99999964
C1565958269,0.0035118088
C1565959694,2.243407e-05
C1565965784,0.0034847006
C1565972600,0.9999832
C1565977951,2.4475159e-05
C1565983227,0.0045026587
C1566001424,0.999995
C1566012536,2.020969e-05
C1566016302,1.7983999e-05
C1566025253,0.002500677
C1566027367,1.22721995e-05
C1566028759,0.0061516515
C1566036762,0.0025488506
C1566054165,0.0025476215
C1566060105,0.0025356791
C1566066386,2.1085036e-05
C1566069836,0.0069519607
C1566072657,0.006885835
C1566081912,1.0
C156611693,2.0353631e-05
C1566158573,0.0070113046
C1566159140,1.8386187e-05
C1566175487,1.0
C1566201514,4.934193e-05
C1566206150,1.4207018e-05
C1566206801,0.0025540325
C1566226276,0.0035444733
C1566236822,0.0035380456
C1566245323,0.0045417594
C1566246889,0.0006505068
C1566255664,1.2580991e-05
C1566257028,0.0035605156
C1566270558,1.261077e-05
C1566279403,0.0024846108
C1566307179,0.0035213914
C156633582,0.0025796436
C1566345583,1.252025e-05
C1566359738,0.99999917
C1566370114,0.006060288
C156637183,0.0030168288
C1566381384,1.3331436e-05
C1566386538,2.5424206e-05
C1566393202,0.0025741078
C15663959,2.0473199e-05
C1566396702,0.0035248552
C1566423339,3.084064e-05
C1566456391,0.004138002
C1566461531,4.6791647e-05
C1566464599,0.0035122645
C1566472589,0.003477725
C1566476573,0.0025740038
C1566503322,0.003007388
C1566512642,1.0
C156651534,1.0
C1566523841,2.0681327e-05
C1566537681,0.00016467461
C1566590949,4.643054e-05
C1566600298,2.4082046e-05
C1566604379,9.2458584e-05
C1566636098,0.0034460302
C1566636160,0.0025086412
C1566637280,0.009251713
C1566643264,0.003690394
C1566645229,0.004662672
C1566672741,0.0046912935
C156668666,1.3883213e-05
C1566688012,0.9999995
C1566693674,0.0025811596
C1566695088,0.0026896119
C1566695807,0.003683738
C1566700671,1.30979715e-05
C1566705086,1.8154284e-05
C1566713324,1.0
C1566724140,0.0030855953
C1566740889,2.0478785e-05
C1566745196,0.003538345
C1566753180,0.0034739329
C1566764446,1.35088185e-05
C1566772014,8.503918e-05
C1566782980,4.3155018e-05
C1566789241,0.0003247893
C1566793166,0.0026601485
C1566799873,2.1805927e-05
C1566801402,1.2845935e-05
C1566814207,0.0035105457
C1566822449,0.0050535924
C1566822625,1.8788513e-05
C1566837264,0.0024866858
C1566837286,4.999013e-05
C1566841504,0.0035801018
C1566842312,0.0035013699
C1566849174,0.00013786979
C1566858464,0.0030847667
C1566861935,0.003516232
C156688177,1.2419785e-05
C1566883399,0.0067019993
C1566893967,5.003195e-05
C1566903970,0.0025326046
C15669070,0.00353449
C1566919142,0.0034813425
C1566921402,0.9999987
C1566929124,1.0
C1566961219,1.9141691e-05
C1566968533,0.0030233976
C1566996689,0.9999988
C1567002505,0.0025727614
C1567030178,0.00066446944
C1567056396,2.0137528e-05
C1567065241,0.0024948355
C1567086476,0.0025005178
C1567113372,2.4127703e-05
C1567115744,0.0034642103
C1567127499,0.0037275497
C1567130398,0.0036529533
C1567137914,0.0025478292
C1567139647,2.3459812e-05
C1567162988,0.00021057745
C1567178668,1.2266805e-05
C1567185941,0.0035364712
C1567221574,0.002485625
C1567260695,0.004638525
C1567261580,0.0054825316
C1567285933,0.0037828279
C1567287323,0.0035307808
C1567288795,0.9999926
C1567296234,0.00010558249
C1567300022,1.3000406e-05
C1567322020,1.0
C1567331727,0.0034808181
C1567332610,0.003473974
C1567339956,2.3207784e-05
C1567349985,0.0034556673
C1567357539,0.002513825
C1567414956,9.4753115e-05
C1567433186,7.248678e-05
C1567435140,0.0034812565
C156743570,0.0035232608
C1567459870,0.0035056567
C1567468211,1.2449145e-05
C1567477740,0.00512343
C1567478191,1.3281629e-05
C1567478328,4.8275844e-05
C1567485838,0.0030840042
C156749584,0.0025570712
C1567504731,0.0025121397
C1567508562,1.0
C1567509337,0.003449264
C1567544500,7.708816e-05
C1567552962,0.0049493476
C1567580407,4.653964e-05
C1567626338,0.0030132402
C1567636430,0.0024908576
C15676440,0.0030058129
C156764406,1.8786668e-05
C1567653000,2.060502e-05
C1567665211,0.0035569242
C1567674159,0.0035640902
C1567706162,0.005869293
C1567711439,1.9597128e-05
C1567712029,0.0035894662
C1567747090,0.004513491
C1567755067,0.0024871202
C1567762341,2.1578911e-05
C1567764028,1.0
C1567766754,4.5665733e-05
C1567774332,1.5456475e-05
C156779560,0.0034812598
C1567802675,0.99999356
C1567822222,0.0045308038
C15678402,0.99999964
C1567846385,0.0025417847
C1567855440,1.2543913e-05
C1567859503,1.239269e-05
C1567869626,2.0405056e-05
C1567879204,1.2887509e-05
C156789559,2.1439753e-05
C1567905064,2.271778e-05
C156790692,0.0035362206
C1567908464,0.006693748
C1567921393,0.0045440667
C156795192,0.003034651
C1567952009,0.0046380693
C1567965023,0.003560387
C1567972334,2.0327172e-05
C1567974425,0.0051095877
C1567984525,1.5605283e-05
C1567987890,4.0625207e-05
C1567996306,1.2250019e-05
C1568007337,0.004556676
C1568012976,0.005094491
C1568014743,0.0035174116
C1568066579,0.0034815546
C1568066846,0.0062035318
C1568080664,1.8534914e-05
C1568083562,0.003756306
C1568115928,1.4334825e-05
C1568123931,0.99999726
C1568134803,3.1603497e-05
C1568203568,0.0030771145
C1568217793,1.33285885e-05
C1568219350,0.0025707553
C1568219912,0.005363146
C156822968,0.0025451425
C1568238028,0.9999993
C1568253840,1.8660445e-05
C1568259928,0.0035317508
C1568271281,1.0
C1568275754,0.003112097
C1568282215,0.006793592
C1568296421,1.4136604e-05
C1568316382,0.0044974107
C1568322880,2.1486363e-05
C1568336159,0.0018988097
C1568336403,1.9340008e-05
C1568362468,0.0025043017
C1568364397,1.879355e-05
C1568365610,0.0036191398
C1568369779,2.3441906e-15
C1568374848,0.0030829243
C1568377998,4.811035e-05
C1568378427,4.7023994e-05
C1568380800,4.3478125e-05
C1568392321,1.5027929e-05
C1568398403,0.002543487
C1568400442,0.99999285
C1568413478,4.4595636e-05
C1568418331,0.0024919217
C1568452629,4.7631293e-05
C1568477463,0.0034674348
C1568478091,1.4245628e-05
C1568485926,4.897029e-05
C1568488565,0.0047303755
C1568489975,5.0526432e-05
C1568520384,0.004740279
C1568521881,0.0025265068
C1568530612,4.9176197e-05
C1568536189,2.1247428e-05
C1568538856,0.00048692003
C1568540228,0.0034310448
C1568542394,0.003498433
C156854737,0.0030590713
C1568551309,0.003077616
C156857765,0.0053500137
C1568578636,0.00013229504
C1568586188,1.5756335e-05
C1568587963,1.0
C156860525,0.0035134964
C1568623705,0.008591076
C156864267,0.9999987
C1568649011,5.460557e-05
C1568666323,1.29911605e-05
C156867436,0.0036742522
C1568677384,0.00010014505
C1568682119,1.4108887e-05
C1568682290,2.0283798e-05
C1568711763,0.004409251
C1568715360,1.9733674e-05
C1568730258,0.003544293
C1568732019,5.1077164e-05
C1568734573,1.9295203e-05
C1568750506,2.6507272e-05
C156875074,0.0025082082
C1568756533,0.003658911
C1568769898,1.273541e-05
C1568770373,1.0
C1568773487,1.0
C156879091,0.0025007974
C1568823580,0.0048311767
C1568844177,0.0025141835
C1568866224,2.792453e-05
C1568870920,1.2615316e-05
C1568877162,0.004590106
C1568878193,0.0035051636
C1568884697,2.036635e-05
C156890297,0.0025700466
C1568905298,0.00403479
C1568906837,1.389712e-05
C1568920798,0.0001343954
C1568950252,0.9999987
C1568951501,1.9396231e-05
C1568953462,1.2919601e-05
C1568958326,0.0011946311
C1568970344,5.2385083e-05
C1568989525,1.8741272e-05
C1568992627,0.0025330333
C1569007457,0.0012330919
C1569008890,0.00014151428
C1569009550,1.0
C1569029638,1.2355459e-05
C1569040041,1.9464422e-05
C1569056666,0.002570429
C1569071572,0.0040133493
C1569071731,0.0024914998
C1569074018,2.0962176e-05
C1569076224,0.0024930232
C1569087127,0.002492767
C1569092844,4.6194964e-05
C1569122090,0.0025525338
C1569153511,0.9999938
C1569159288,1.2661491e-05
C1569178161,1.227392e-05
C1569192241,0.0034698034
C1569198912,2.4825396e-05
C1569244185,1.8558578e-05
C1569245127,0.006314383
C1569250009,4.6689263e-05
C1569256609,0.0036664733
C1569259515,5.0400347e-05
C1569260777,0.0044261334
C1569260883,0.0030919856
C1569272920,0.0062521584
C1569274327,0.99999344
C1569298390,0.0025102524
C1569324511,0.0036518571
C1569329075,0.00346506
C1569335495,0.0030231676
C1569348496,1.3485687e-05
C1569367239,1.2261612e-05
C1569381310,1.2760041e-05
C1569393997,0.003584776
C1569396530,1.952663e-05
C1569402919,2.6663904e-05
C1569416140,1.3657889e-05
C1569437566,0.0035045259
C1569439613,4.8179496e-05
C1569446172,1.8345412e-05
C1569450747,1.8960773e-05
C1569480515,0.003038576
C1569480629,0.99999905
C1569529610,1.2251608e-05
C1569541768,4.753002e-05
C156954623,0.0030723657
C1569558600,0.0045397286
C1569565331,1.2293883e-05
C1569605722,0.0026356394
C1569611075,0.004706543
C156961304,1.3490099e-05
C1569631018,0.0035129087
C1569670413,2.5960573e-05
C1569674580,0.0025274563
C1569685069,0.0035011068
C1569745715,0.0035177374
C1569747554,1.8645113e-05
C1569762018,1.9111725e-05
C1569762551,0.0035642528
C1569762613,0.0025382144
C156977944,1.2420235e-05
C1569799498,1.2654972e-05
C1569808415,4.5985835e-05
C1569813599,0.0043927976
C1569817369,0.00010508128
C1569836827,0.0040761107
C1569859456,3.2154105e-05
C1569860442,8.6311615e-05
C1569869944,7.9177225e-05
C1569885146,1.987523e-05
C1569894909,1.2769012e-05
C1569899323,0.0025574677
C1569904134,0.09042559
C1569912824,1.304834e-05
C1569923768,0.0030456407
C156992597,0.0025076296
C1569934562,2.8384287e-05
C1569949813,0.0025486567
C1569960395,0.0030505122
C1569979614,1.3558508e-05
C156998155,0.99999976
C1569984362,1.3400639e-05
C1570004468,1.0
C1570005123,0.005402796
C1570006126,0.0043808427
C1570018576,0.0034683642
C1570035893,0.0034745978
C1570042752,1.0
C1570048470,1.3510158e-05
C1570049693,0.0001237089
C1570051862,0.00035338383
C157006083,1.22782285e-05
C1570076320,0.0028912702
C1570076519,1.8509267e-05
C157008005,0.0003530855
C1570081785,0.004043366
C1570085503,0.09042559
C1570097857,5.801598e-05
C1570105887,0.000114974035
C1570109711,0.0025114326
C1570110253,0.0052623497
C157013257,1.9096693e-05
C1570139501,0.0025020048
C1570142277,0.0057759425
C157016083,1.3464895e-05
C1570167607,1.83945e-05
C1570169489,0.0035930562
C1570169596,1.2938589e-05
C1570174249,2.037278e-05
C1570176732,1.2956011e-05
C1570183139,1.8940713e-05
C157018742,0.0031001875
C1570196319,0.0024956698
C1570207359,0.0043977844
C1570241594,1.2839064e-05
C1570256460,0.99983644
C1570260678,0.0035524126
C1570266753,0.0025804956
C15702742,0.0035472095
C1570281685,0.9999963
C1570303600,2.1479458e-05
C1570319277,0.0040774723
C1570321617,1.9333978e-05
C1570328817,5.0503597e-05
C15703533,6.6094864e-05
C1570370646,0.0044622035
C1570381551,4.6744422e-05
C1570401368,0.0027045012
C157043161,2.1346012e-05
C1570448763,1.393925e-05
C1570463709,0.0034943062
C1570470306,1.9658242e-05
C1570474322,0.0035112896
C15704783,0.0040789535
C1570493663,0.0025215535
C15705263,1.3286583e-05
C1570553539,5.9983093e-05
C1570555783,0.0025509174
C1570556626,1.4117191e-05
C1570560183,3.2560587e-05
C1570573927,1.9116336e-05
C1570577588,0.003042978
C1570582706,2.4350858e-05
C157059888,0.000126233
C1570625955,2.1067492e-05
C1570658621,0.0025449428
C1570661468,7.782292e-05
C1570696229,0.006662093
C1570699013,0.99957854
C1570709157,0.0026871776
C1570724635,4.9629227e-05
C1570732383,0.0025033548
C1570733279,1.8401939e-05
C1570741974,0.0030443277
C1570747222,0.0035143327
C1570748563,2.002456e-05
C1570787882,0.0040767225
C1570799594,1.34461725e-05
C1570813073,1.9958577e-05
C1570813150,2.0658561e-05
C1570819889,2.0826083e-05
C157083423,6.201152e-05
C1570838369,0.0025073073
C1570839690,0.0045309304
C1570842190,0.0046312762
C1570845844,2.2073318e-05
C1570852668,1.393e-05
C15708671,1.2984646e-05
C1570874260,0.0045626024
C1570878460,0.0024998793
C1570883145,0.004375364
C1570890955,0.002502055
C1570902391,4.3069216e-05
C157090942,0.004633662
C1570928339,0.0046534534
C1570943875,5.1392788e-05
C1570946062,4.664552e-05
C1570946952,1.8606142e-05
C1570947686,0.9999987
C1570950701,0.0034530507
C1570954351,0.0047373427
C1570960851,0.0047172187
C1570979764,0.0025735397
C1570981584,1.3278691e-05
C1571003117,1.0
C1571032050,0.00097451534
C1571034312,2.0278227e-05
C1571042594,2.296508e-05
C1571043087,0.00034543
C157107660,0.9632514
C1571077374,1.0
C1571093877,0.00010747247
C1571115250,0.0025933785
C1571116234,0.00036660337
C1571119464,4.7164198e-05
C1571136436,0.007424735
C157113649,3.76274e-05
C1571144443,1.0
C15711486,1.8292934e-05
C157115581,0.99999416
C1571163638,2.0784299e-05
C1571167769,0.0001371782
C1571168636,4.356288e-05
C1571181754,0.0034680183
C1571204549,0.0050710337
C1571208824,0.0025543678
C1571232892,0.0034688108
C1571235488,0.0038298774
C1571238365,0.0013981927
C157124055,0.0035384325
C1571269959,2.1743197e-05
C1571282134,2.4685776e-05
C1571292142,4.475865e-05
C1571312871,1.8958783e-05
C1571315901,0.99999905
C1571320638,2.5055293e-05
C1571328858,2.6581594e-05
C1571331410,4.339793e-05
C1571334259,0.0024980842
C1571342369,0.002561843
C1571351731,0.0044176467
C1571360294,2.1812957e-05
C1571360880,0.003499497
C1571360903,0.0052944585
C157136573,0.9999994
C1571376455,0.0034551125
C1571381927,2.247467e-05
C1571420076,1.2272259e-05
C1571427297,1.8271505e-05
C1571430136,1.2740743e-05
C1571439739,1.3749581e-05
C1571442760,0.00518044
C1571443797,0.0034890135
C1571454156,0.002600808
C1571490436,2.0226755e-05
C1571492904,0.004739148
C1571496192,1.994288e-05
C1571521734,0.00019623505
C1571531318,0.003483406
C1571539471,0.0061461693
C1571545819,1.3121701e-05
C1571546632,1.0
C1571567372,1.960038e-05
C1571596943,1.0
C15715998,0.0035976
C157160105,0.0042706584
C1571612926,0.0036871766
C1571623448,0.9999988
C1571641137,0.0035038134
C1571654223,0.0025808427
C1571657161,0.0076161744
C1571663459,0.0025594488
C1571681487,0.0030729352
C1571722024,1.3215209e-05
C1571725651,0.00022928296
C1571743599,0.9999989
C1571745198,0.002512902
C1571764740,0.0037189303
C1571774110,2.0771478e-05
C1571779575,0.005015959
C1571787910,1.8776478e-05
C1571788325,1.0
C1571810502,5.1000647e-05
C1571820984,0.004109256
C157183166,4.6913534e-05
C15718397,0.0025175128
C1571851145,0.000109889035
C1571854130,0.0035630472
C1571857785,2.0467693e-05
C1571862897,0.0035850892
C1571871878,0.0035557668
C1571878635,0.0041203313
C1571880770,0.0037977286
C157191672,2.125969e-05
C1571920282,0.0035688416
C157192204,0.9999925
C15719388,0.003536466
C1571958622,9.9785386e-05
C1571990933,0.0025557978
C1571994446,1.4378609e-05
C1572014394,2.2834354e-05
C1572031651,0.004906793
C1572112586,0.000112708454
C157214868,1.317032e-05
C1572162041,1.896958e-05
C1572172479,2.4889565e-05
C1572172900,0.0035535542
C1572175413,0.0035417408
C1572182254,0.0025438839
C1572184712,1.3757136e-05
C1572196934,0.004244446
C1572247885,1.2372615e-05
C1572270677,1.8845472e-05
C1572271363,4.4336255e-05
C1572273207,4.6521756e-05
C1572279008,0.00010821949
C1572286453,5.2051397e-05
C1572289207,2.0188003e-05
C1572289769,0.003522992
C1572296090,0.0025317133
C1572302498,0.0026512055
C1572307451,0.0062531685
C1572318283,0.0036839342
C1572340662,4.7188405e-05
C1572350102,2.6203907e-05
C157235471,2.0356232e-05
C1572360300,0.0046620835
C1572372991,0.0030127617
C1572386932,0.0034883171
C1572390394,0.004409358
C1572394356,0.0036024817
C1572400837,2.2318134e-05
C1572402112,0.0024963883
C1572407780,0.9999924
C1572425722,0.0034973493
C1572432522,0.0024947077
C1572460076,0.0030414823
C1572465935,0.004659504
C1572466065,0.0034538452
C1572468807,1.5904432e-05
C1572482192,1.0
C1572497504,0.0035586837
C1572528213,0.0035460182
C157253938,0.0035453225
C1572541179,1.3762109e-05
C1572544846,0.0025038822
C1572545619,0.0035912644
C1572568427,0.004739474
C1572583311,0.9999949
C1572586948,7.6477285e-05
C1572594040,1.237573e-05
C1572595612,0.0034251758
C1572601619,1.8893195e-05
C1572613512,0.0034434488
C157261627,4.7295176e-05
C1572629262,0.003502002
C1572636038,0.003434366
C1572643386,0.0025238034
C1572647819,1.89877e-05
C1572663743,0.004031335
C1572700388,0.0040711346
C1572701897,1.3337159e-05
C1572733222,0.9999994
C1572755447,2.0620826e-05
C157275890,1.92934e-05
C1572781018,0.0045900494
C1572785754,0.0034885493
C1572789656,0.0025015918
C1572790665,0.0025312414
C1572820085,2.1772992e-05
C1572824274,2.816311e-05
C1572835684,0.0034699913
C1572847077,1.23806885e-05
C1572849839,0.0034466803
C1572870877,0.0030416735
C1572875813,4.52227e-05
C1572887489,0.0036141514
C1572893514,0.0030054173
C1572906420,1.0
C1572909226,0.0026234789
C1572914181,0.0043721
C1572921766,1.8058106e-05
C1572921845,0.0034500395
C157294182,0.0035139704
C1572966944,1.2602101e-05
C1572986994,0.002510224
C157298927,0.0034929812
C1573013793,1.5164076e-05
C1573034846,0.002542666
C1573058364,0.002573153
C1573081202,2.0844165e-05
C157308780,0.00035662708
C1573100294,0.0030363135
C1573108740,1.2337186e-05
C1573119753,0.003556723
C1573120170,5.0940424e-05
C157314240,0.004560679
C1573143633,2.4278605e-05
C1573144849,1.0
C157316544,1.9335805e-05
C1573186578,0.0072592725
C1573193628,0.0035432342
C1573215196,0.004607466
C1573218,0.0035331706
C1573230375,1.0
C1573237117,0.004565054
C1573242659,1.4597505e-05
C15732446,5.0198647e-05
C1573255066,0.0030038059
C1573259825,2.6290461e-05
C1573260808,0.00284066
C1573265441,4.6518206e-05
C1573295639,0.0025089548
C157331440,0.00439797
C1573331248,0.0035379517
C1573352440,0.0035517514
C1573354659,0.004594361
C1573367480,0.0035214717
C1573376720,0.002534518
C1573396183,0.0036925515
C1573413269,4.6449582e-05
C1573419618,0.0035199244
C1573457195,0.99999976
C1573463075,0.0036890323
C1573489966,2.494103e-05
C1573491047,0.9999949
C1573507374,0.0048300843
C1573511763,2.1853915e-05
C1573513824,1.9927822e-05
C157354477,0.0065949997
C1573546004,0.0025519184
C1573546115,0.00517773
C1573553725,0.9999932
C157357716,1.4335509e-05
C1573595135,1.275841e-05
C1573598371,0.0047868434
C1573611155,1.4565465e-05
C1573617102,0.02594316
C157363127,0.0046436177
C1573636493,0.0024879752
C1573647669,0.00029139174
C1573656659,0.0035692777
C1573658797,0.9999968
C1573662844,0.0025291666
C1573685874,0.0025122522
C1573688871,0.0034890086
C157369578,4.8095033e-05
C1573730841,2.4748664e-05
C1573740487,0.0026227627
C1573752300,0.99995935
C1573753238,4.9595255e-05
C1573759938,0.0045831176
C1573767663,0.004848963
C1573779072,0.0025663138
C15737799,2.1008967e-05
C1573780486,0.0040188767
C157379078,0.00026683815
C1573791290,0.9999995
C1573799352,0.0037144509
C1573803660,0.0024890571
C1573817067,0.0035044225
C1573847723,0.000111423775
C1573868951,0.0034868058
C1573873326,0.0065946896
C1573879354,7.2835304e-05
C1573879869,0.0026009898
C1573880228,0.99999547
C157388195,0.00400361
C1573892881,4.7207308e-05
C1573907461,0.0025498401
C1573931159,2.161312e-05
C1573931815,0.0046085115
C1573932114,0.0045583677
C1573952483,0.0025082
C1573956170,0.0025199158
C1573980532,0.0035096582
C1573989321,0.0047593312
C1573991610,1.9571467e-05
C1573992357,0.0035053582
C157399472,1.2311564e-05
C157400304,0.0010638715
C1574003213,0.0025732778
C157401112,1.40833845e-05
C157401646,0.0025315038
C1574027294,0.0045955866
C1574036032,0.0034721917
C157403896,0.0066262246
C1574041186,0.0030292948
C1574049027,0.0044843038
C157407159,0.0041043977
C1574074669,0.005459375
C1574075882,0.0036939902
C1574075884,0.0035334323
C1574086187,1.2738823e-05
C1574095953,0.002193502
C1574103810,0.00018532292
C1574109190,1.3499649e-05
C1574131841,0.0035853535
C1574139712,1.3842335e-05
C1574152411,0.0047434797
C1574155936,1.4190295e-05
C1574162110,0.005420976
C1574175996,0.0025450736
C1574195765,0.0035193844
C1574200706,4.7288275e-05
C1574207966,0.003547459
C1574222803,0.0044486164
C157425928,0.9999987
C1574266996,0.0035116835
C1574277084,0.0043764776
C1574286403,0.0046183714
C1574288810,0.0035406572
C1574292022,1.9972245e-05
C1574293578,1.4865831e-05
C1574301613,4.510744e-05
C157431955,1.380055e-05
C1574329324,0.0035052751
C157435574,2.3599361e-05
C1574358644,0.9993709
C1574375914,0.0035446922
C157439805,2.1524815e-05
C1574398923,5.0481067e-05
C1574403819,2.0258607e-05
C1574412110,4.5383884e-05
C157441278,0.0034948557
C1574413357,1.560152e-05
C1574414500,2.5656615e-05
C1574416258,0.9999995
C1574443396,0.0030895483
C1574451060,4.878534e-05
C157445630,1.9700188e-05
C1574461768,0.9999963
C1574468705,0.0040486427
C1574469081,0.99999964
C1574500246,0.0045176903
C1574554563,1.3035591e-05
C1574575239,4.8204405e-05
C157459951,0.0025846234
C1574614908,0.0041122935
C157462695,0.003461931
C1574631357,0.00013087396
C1574633062,1.7963566e-05
C1574641878,0.003035947
C1574654843,0.99999905
C1574696017,1.2471651e-05
C1574713481,4.7070742e-05
C1574732704,5.9570437e-05
C1574733727,0.0026198728
C1574737760,0.005455599
C15747483,1.8991792e-05
C1574751961,1.2805926e-05
C157476021,0.0034529623
C1574769778,0.0034554538
C157478245,1.2587651e-05
C1574795687,0.0046180845
C1574803950,1.9013067e-05
C1574806459,0.003465476
C1574807586,1.0
C1574821581,0.0025041264
C1574836329,0.0025340961
C157484257,0.9999938
C1574844670,1.3171626e-05
C1574844804,0.002555262
C1574858120,4.791247e-05
C1574862617,0.0025380368
C1574875173,0.9999994
C1574905821,0.0035047107
C1574906438,0.0030074625
C1574906775,1.3342018e-05
C157491059,1.9726753e-05
C1574911898,0.0012874213
C1574918584,2.0426512e-05
C1574930092,0.0026056387
C1574941232,1.2604085e-05
C1574949868,0.0035959836
C1574967353,1.9086387e-05
C1574976629,6.761662e-05
C1575011628,0.0035006811
C1575017445,0.004745254
C1575030599,1.2903471e-05
C1575034792,1.2735811e-05
C157505294,2.3431707e-05
C1575085213,2.1630234e-05
C1575086964,1.896003e-05
C1575094520,0.002492845
C157511053,0.005012419
C1575114306,4.7001577e-05
C1575117009,0.0001462722
C1575154222,7.119761e-05
C157515545,1.3851922e-05
C1575164727,0.0014443548
C1575169987,1.2621924e-05
C1575176063,2.4087605e-05
C1575191634,0.0025183198
C1575196151,1.960485e-05
C1575197210,1.780244e-05
C1575202335,0.9999932
C1575226124,0.999998
C157523393,6.237513e-05
C1575242693,0.003032698
C1575252071,0.0030493857
C1575278279,0.0025250341
C1575281645,0.0025199447
C1575311162,0.0047911564
C1575333901,0.003023044
C1575356440,0.99957925
C1575361232,0.0025476532
C1575386819,7.3230185e-05
C1575393869,4.4824512e-05
C1575394220,0.0040909695
C1575395213,0.0034756367
C1575396647,1.8892113e-05
C1575397456,0.0060181143
C1575414007,0.0052256356
C1575418887,4.3707016e-05
C1575445861,1.0
C1575457076,0.0034982252
C1575469156,0.005555936
C1575515332,0.0030543124
C1575516239,1.9318477e-05
C1575522252,1.0
C1575524839,0.00024130524
C1575548278,0.0036258968
C1575559279,2.6729489e-05
C1575570569,0.004074775
C1575575453,2.7975384e-05
C1575575748,1.8300869e-05
C1575582838,0.0035207826
C1575584182,1.0
C157560563,0.007059272
C1575625728,0.0034393684
C1575642101,0.0037146164
C1575650203,0.0025089253
C1575652054,1.3238937e-05
C1575652338,4.524431e-05
C1575659614,0.003492784
C1575668470,2.0702875e-05
C1575675648,0.0025308682
C1575691950,1.8480303e-05
C1575697549,7.900156e-05
C1575731939,0.99999917
C1575736685,0.0025028894
C1575743430,1.8443718e-05
C1575754704,1.3292284e-05
C1575787032,0.002561112
C1575789040,4.4982313e-05
C1575796274,0.0035244832
C1575801068,0.00021455587
C1575806806,4.4539534e-05
C1575807800,0.003527474
C1575826386,4.4927478e-05
C1575839274,0.0069506215
C1575841450,0.003473616
C1575863591,4.5468318e-05
C1575890567,1.2847822e-05
C1575893173,3.879617e-05
C1575894295,1.8965546e-05
C1575897915,2.3730325e-05
C1575901464,1.8846802e-05
C1575906718,0.0035024716
C1575912473,0.0025257429
C157591472,1.0
C1575924819,2.1280479e-05
C1575928366,1.8407802e-05
C1575951096,1.22496685e-05
C1575959675,0.003525319
C157596248,0.002623802
C1575996748,0.005479287
C1576007778,1.0
C1576016617,0.0005165531
C1576027939,2.5727202e-05
C1576036401,1.9290235e-05
C1576053316,0.9971411
C1576063427,0.0025196522
C157607948,0.009061347
C1576082399,0.0035769325
C1576089242,0.0030075398
C1576105753,0.00013939264
C1576107687,4.971354e-05
C157611225,0.0025026358
C1576115425,1.9190458e-05
C1576120612,1.0
C1576143097,0.0025044514
C157614934,0.0030067118
C1576155773,1.8458497e-05
C1576159195,0.0034327458
C1576163601,0.0030901781
C157619643,1.4677853e-05
C1576203946,0.0025247496
C1576211010,0.0035898106
C1576241733,0.0072180657
C1576243300,0.005008592
C1576245106,0.004382016
C1576255927,0.0034762758
C1576261473,9.2537004e-05
C157626287,1.2539272e-05
C157626310,0.003537145
C157627543,0.00011153443
C1576289672,0.9999964
C1576300665,1.2662216e-05
C1576327006,1.9743218e-05
C1576331441,4.645707e-05
C1576357565,0.0025185382
C1576360763,0.0035731413
C1576373122,1.2763704e-05
C1576393945,0.0034516696
C1576404176,1.6412525e-05
C1576405602,0.0035136964
C1576408634,1.0
C1576413222,0.0025197866
C1576432547,0.00302131
C15764327,0.0036637122
C1576457139,0.0034579867
C1576470342,0.00014149457
C1576493892,0.0025055574
C1576503354,0.002583928
C1576503825,0.0025453896
C157650385,0.0040329737
C1576507723,1.4086918e-05
C1576507981,0.008904728
C1576511361,0.0044870274
C157651400,0.0030684902
C1576518262,0.0030109333
C1576530114,1.3353539e-05
C1576565175,0.0043909
C1576581167,0.0035208296
C1576601240,0.0025502353
C1576607567,0.0046455706
C1576631247,1.9323748e-05
C1576671328,0.0030369672
C1576671719,1.3563667e-05
C1576673818,0.0035595885
C1576697216,1.0
C1576700772,0.0056980355
C1576727462,0.0049178977
C1576729814,4.5521592e-05
C1576736133,1.2200621e-05
C1576757071,3.8828144e-05
C1576761892,1.0
C1576782691,0.006999588
C1576784650,0.0031523204
C1576802110,0.0045084483
C1576836568,0.9999231
C1576838763,1.9842051e-05
C1576862720,2.7839706e-05
C1576892334,2.3576213e-05
C1576899752,0.0024882606
C1576912847,0.0025415597
C1576931749,1.8977706e-05
C1576948847,0.0035220024
C1576968478,1.948697e-05
C1576976386,1.4252993e-05
C1576998856,0.0030408779
C1577009948,1.9912795e-05
C1577030689,0.0035721129
C15770449,1.0
C1577063118,1.9086861e-05
C1577066844,0.0034952895
C1577069223,0.00011008631
C1577076013,0.9999988
C1577079896,0.0025896737
C1577082040,2.676974e-05
C157709066,0.00011126992
C1577097476,1.0
C157710503,1.4155814e-05
C1577106467,1.34392885e-05
C1577112439,4.585267e-05
C1577137556,0.0025003073
C1577156438,1.2962994e-05
C1577183629,0.0035674023
