account,lifecycle_stage,risk_level
C1263420126,Activation,3
C1263488143,Activation,3
C1263511125,Activation,3
C1263526418,Activation,3
C1263535118,Activation,3
C1263541617,Activation,3
C1263545665,Activation,3
C1263560834,Activation,3
C1263566371,Activation,3
C1263618818,Activation,3
C1263650285,Activation,3
C1263693295,Activation,3
C1263708088,Activation,3
C1263713967,Activation,3
C1263743355,Activation,3
C1263758584,Activation,3
C1263798648,Activation,3
C1263807141,Activation,3
C1263844313,Activation,3
C1263900130,Activation,3
C1263913388,Activation,3
C1263934394,Activation,3
C1263966255,Activation,3
C1264000449,Activation,3
C1264016509,Activation,3
C126402404,Activation,3
C1264050428,Activation,3
C1264074476,Activation,3
C1264079084,Activation,3
C1264096404,Activation,3
C1264112065,Activation,3
C1264112685,Activation,3
C126411690,Activation,3
C1264130157,Activation,3
C1264137737,Activation,3
C1264140198,Activation,3
C1264165136,Activation,3
C1264168356,Activation,3
C1264206235,Activation,3
C1264245953,Activation,3
C1264250766,Activation,3
C1264252375,Activation,3
C1264271451,Activation,3
C1264304856,Activation,3
C1264323745,Activation,3
C1264332411,Activation,3
C1264342911,Activation,3
C1264357043,Activation,3
C1264359852,Activation,3
C1264362584,Activation,3
C1264365934,Activation,3
C1264413161,Activation,3
C1264419755,Activation,3
C1264427089,Activation,3
C1264435185,Activation,3
C1264470646,Activation,3
C1264487206,Activation,3
C1264503849,Activation,3
C126451324,Activation,3
C1264518448,Activation,3
C1264585089,Activation,3
C1264585816,Activation,3
C1264628429,Activation,3
C1264662206,Activation,3
C1264683966,Activation,3
C1264696455,Activation,3
C1264737645,Activation,3
C1264742825,Activation,3
C1264751246,Activation,3
C1264765233,Activation,3
C1264778046,Activation,3
C1264790463,Activation,3
C1264836528,Activation,3
C126486074,Activation,3
C126487297,Activation,3
C1264893099,Activation,3
C126490644,Activation,3
C1264910348,Activation,3
C1264932191,Activation,3
C1264964693,Activation,3
C1265012845,Activation,3
C1265081977,Activation,3
C1265171194,Activation,3
C1265193852,Activation,3
C1265195130,Activation,3
C1265218199,Activation,3
C1265256034,Activation,3
C1265266181,Activation,3
C1265271309,Activation,3
C1265272633,Activation,3
C1265301009,Activation,3
C1265319043,Activation,3
C1265346936,Activation,3
C1265353577,Activation,3
C1265358937,Activation,3
C1265380720,Activation,3
C126538281,Activation,3
C1265401677,Activation,3
C1265545340,Activation,3
C1265579304,Activation,3
C1265586085,Activation,3
C1265598019,Activation,3
C126559858,Activation,3
C1265628496,Activation,3
C1265663650,Activation,3
C1265686914,Activation,3
C1265713956,Activation,3
C1265727621,Activation,3
C1265734776,Activation,3
C1265780842,Activation,3
C1265791725,Activation,3
C1265814886,Activation,3
C126582304,Activation,3
C1265834159,Activation,3
C1265855119,Activation,3
C1265855458,Activation,3
C1265858783,Activation,3
C126588710,Activation,3
C1265939728,Activation,3
C1266049745,Activation,3
C1266054063,Activation,3
C1266064455,Activation,3
C1266065021,Activation,3
C1266081610,Activation,3
C1266092422,Activation,3
C126611406,Activation,3
C1266135734,Activation,3
C1266172230,Activation,3
C1266222135,Activation,3
C1266305866,Activation,3
C1266309335,Activation,3
C1266321027,Activation,3
C12663408,Activation,3
C1266364754,Activation,3
C1266387944,Activation,3
C1266395920,Activation,3
C1266416617,Activation,3
C1266434816,Activation,3
C1266436575,Activation,3
C1266438608,Activation,3
C1266457369,Activation,3
C1266492109,Activation,3
C1266492826,Activation,3
C1266510829,Activation,3
C1266552440,Activation,3
C1266570182,Activation,3
C1266601763,Activation,3
C1266641256,Activation,3
C1266645523,Activation,3
C1266674040,Activation,3
C1266697158,Activation,3
C1266700962,Activation,3
C1266774973,Activation,3
C126678930,Activation,3
C1266801023,Activation,3
C1266804997,Activation,3
C1266814728,Activation,3
C1266834157,Activation,3
C1266854817,Activation,3
C126692732,Activation,3
C1266928031,Activation,3
C1266941404,Activation,3
C1267036879,Activation,3
C1267039380,Activation,3
C1267059020,Activation,3
C1267060111,Activation,3
C1267062354,Activation,3
C1267063718,Activation,3
C1267066798,Activation,3
C1267072308,Activation,3
C1267092731,Activation,3
C1267113009,Activation,3
C12671311,Activation,3
C1267133182,Activation,3
C1267146040,Activation,3
C1267187970,Activation,3
C1267238150,Activation,3
C1267262238,Activation,3
C1267281464,Activation,3
C1267288305,Activation,3
C1267320452,Activation,3
C1267337453,Activation,3
C1267349113,Activation,3
C1267371790,Activation,3
C1267403007,Activation,3
C1267462710,Activation,3
C1267495889,Activation,3
C1267504937,Activation,3
C1267509847,Activation,3
C1267580613,Activation,3
C1267591345,Activation,3
C1267599085,Activation,3
C126761859,Activation,3
C1267675114,Activation,3
C1267678079,Activation,3
C1267716450,Activation,3
C126773042,Activation,3
C1267754669,Activation,3
C1267792606,Activation,3
C1267800745,Activation,3
C1267842124,Activation,3
C1267858901,Activation,3
C1267864275,Activation,3
C1267870219,Activation,3
C1267917051,Activation,3
C1267937271,Activation,3
C1267940221,Activation,3
C126796743,Activation,3
C126801690,Activation,3
C1268018936,Activation,3
C1268041002,Activation,3
C1268078445,Activation,3
C1268084856,Activation,3
C1268103910,Activation,3
C1268107744,Activation,3
C1268138038,Activation,3
C1268185433,Activation,3
C1268188186,Activation,3
C1268199575,Activation,3
C126820101,Activation,3
C1268204198,Activation,3
C1268231353,Activation,3
C1268238423,Activation,3
C1268315476,Activation,3
C12683380,Activation,3
C1268356316,Activation,3
C1268358736,Activation,3
C1268365828,Activation,3
C1268420204,Activation,3
C1268476304,Activation,3
C1268481323,Activation,3
C1268490347,Activation,3
C1268499575,Activation,3
C1268524065,Activation,3
C1268580405,Activation,3
C1268604040,Activation,3
C1268634587,Activation,3
C1268659177,Activation,3
C1268688380,Activation,3
C1268730784,Activation,3
C1268739762,Activation,3
C1268795116,Activation,3
C1268801463,Activation,3
C1268821944,Activation,3
C1268822897,Activation,3
C1268850142,Activation,3
C126885113,Activation,3
C1268883533,Activation,3
C1268906805,Activation,3
C1268910572,Activation,3
C1268912248,Activation,3
C1268938853,Activation,3
C1268955366,Activation,3
C1268968880,Activation,3
C1268975290,Activation,3
C1269014209,Activation,3
C1269025082,Activation,3
C1269040814,Activation,3
C1269042072,Activation,3
C1269071507,Activation,3
C1269085197,Activation,3
C1269090021,Activation,3
C1269094807,Activation,3
C1269117193,Activation,3
C1269126376,Activation,3
C1269145359,Activation,3
C1269156745,Activation,3
C1269216779,Activation,3
C1269248567,Activation,3
C1269262730,Activation,3
C1269274093,Activation,3
C1269296622,Activation,3
C126931794,Activation,3
C1269326622,Activation,3
C1269330326,Activation,3
C1269332023,Activation,3
C1269336448,Activation,3
C126942890,Activation,3
C1269467891,Activation,3
C1269472654,Activation,3
C1269492749,Activation,3
C1269495317,Activation,3
C1269512697,Activation,3
C1269519439,Activation,3
C1269521375,Activation,3
C1269522498,Activation,3
C1269542001,Activation,3
C1269543407,Activation,3
C1269546914,Activation,3
C1269665655,Activation,3
C1269667650,Activation,3
C1269683265,Activation,3
C1269694607,Activation,3
C126972672,Activation,3
C1269776595,Activation,3
C1269781285,Activation,3
C1269797076,Activation,3
C126985926,Activation,3
C1269868767,Activation,3
C1269946061,Activation,3
C1269958425,Activation,3
C1269959708,Activation,3
C1270028797,Activation,3
C1270038036,Activation,3
C1270061445,Activation,3
C1270062435,Activation,3
C12700939,Activation,3
C1270100163,Activation,3
C1270115003,Activation,3
C1270129515,Activation,3
C1270164998,Activation,3
C1270166731,Activation,3
C1270199867,Activation,3
C1270199900,Activation,3
C1270225037,Activation,3
C1270283266,Activation,3
C1270303113,Activation,3
C1270308674,Activation,3
C1270329895,Activation,3
C1270339707,Activation,3
C1270364646,Activation,3
C1270372308,Activation,3
C1270410078,Activation,3
C1270417341,Activation,3
C1270453831,Activation,3
C1270556355,Activation,3
C1270572015,Activation,3
C1270599108,Activation,3
C1270611065,Activation,3
C127062918,Activation,3
C1270665524,Activation,3
C1270667012,Activation,3
C1270731213,Activation,3
C1270758400,Activation,3
C1270762275,Activation,3
C1270769050,Activation,3
C1270799365,Activation,3
C1270816867,Activation,3
C1270829063,Activation,3
C1270852169,Activation,3
C1270879648,Activation,3
C1270887743,Activation,3
C1270951441,Activation,3
C1270957036,Activation,3
C1270980701,Activation,3
C1271027353,Activation,3
C1271064724,Activation,3
C1271072004,Activation,3
C1271134120,Activation,3
C1271137126,Activation,3
C1271150060,Activation,3
C1271151205,Activation,3
C1271174627,Activation,3
C1271198997,Activation,3
C1271199387,Activation,3
C1271201065,Activation,3
C1271233938,Activation,3
C1271236131,Activation,3
C1271245081,Activation,3
C1271250038,Activation,3
C1271268461,Activation,3
C1271274462,Activation,3
C1271277253,Activation,3
C1271291560,Activation,3
C1271309185,Activation,3
C1271318254,Activation,3
C1271336100,Activation,3
C1271336492,Activation,3
C1271372932,Activation,3
C1271379673,Activation,3
C1271380359,Activation,3
C127139270,Activation,3
C1271401806,Activation,3
C127145645,Activation,3
C1271479101,Activation,3
C1271507014,Activation,3
C1271508601,Activation,3
C1271545435,Activation,3
C1271582489,Activation,3
C1271585904,Activation,3
C1271586450,Activation,3
C1271616438,Activation,3
C1271629185,Activation,3
C127164241,Activation,3
C127165928,Activation,3
C127166991,Activation,3
C1271717945,Activation,3
C1271723229,Activation,3
C1271744056,Activation,3
C1271768070,Activation,3
C127178428,Activation,3
C1271794699,Activation,3
C1271821191,Activation,3
C1271837785,Activation,3
C1271841671,Activation,3
C1271848109,Activation,3
C1271925641,Activation,3
C1271937781,Activation,3
C1271941378,Activation,3
C1271955624,Activation,3
C1271968271,Activation,3
C127199621,Activation,3
C1271998896,Activation,3
C1272024678,Activation,3
C127202771,Activation,3
C1272048347,Activation,3
C1272082682,Activation,3
C1272099436,Activation,3
C127210197,Activation,3
C1272108373,Activation,3
C1272110345,Activation,3
C127211933,Activation,3
C1272123561,Activation,3
C1272161062,Activation,3
C1272163352,Activation,3
C1272178933,Activation,3
C1272233224,Activation,3
C1272235236,Activation,3
C1272236639,Activation,3
C1272248275,Activation,3
C1272292273,Activation,3
C1272336527,Activation,3
C1272385789,Activation,3
C1272392623,Activation,3
C1272421335,Activation,3
C1272431752,Activation,3
C1272451957,Activation,3
C1272456375,Activation,3
C1272463477,Activation,3
C1272496108,Activation,3
C1272509016,Activation,3
C1272513124,Activation,3
C1272522631,Activation,3
C1272556729,Activation,3
C1272566715,Activation,3
C1272593086,Activation,3
C127262002,Activation,3
C1272661632,Activation,3
C1272735315,Activation,3
C1272735366,Activation,3
C1272757369,Activation,3
C1272817941,Activation,3
C1272827891,Activation,3
C127283399,Activation,3
C1272841010,Activation,3
C1272843698,Activation,3
C1272850257,Activation,3
C1272853394,Activation,3
C1272882218,Activation,3
C1272908108,Activation,3
C1272911609,Activation,3
C1272926281,Activation,3
C1272936957,Activation,3
C1272945656,Activation,3
C1272950288,Activation,3
C1272956418,Activation,3
C1272960475,Activation,3
C1272978907,Activation,3
C1272980321,Activation,3
C1272996086,Activation,3
C1273036244,Activation,3
C1273045176,Activation,3
C1273051761,Activation,3
C1273094360,Activation,3
C1273096899,Activation,3
C1273107795,Activation,3
C1273130258,Activation,3
C1273142862,Activation,3
C1273179044,Activation,3
C1273186743,Activation,3
C1273261349,Activation,3
C1273267452,Activation,3
C1273276552,Activation,3
C127330881,Activation,3
C127332880,Activation,3
C1273330586,Activation,3
C1273333184,Activation,3
C1273357825,Activation,3
C1273357949,Activation,3
C1273370559,Activation,3
C1273406074,Activation,3
C1273430436,Activation,3
C1273437308,Activation,3
C1273450210,Activation,3
C1273494162,Activation,3
C1273499878,Activation,3
C127352018,Activation,3
C1273550386,Activation,3
C1273553137,Activation,3
C1273589080,Activation,3
C1273593768,Activation,3
C1273612389,Activation,3
C1273614579,Activation,3
C1273670242,Activation,3
C1273686350,Activation,3
C1273692227,Activation,3
C1273694236,Activation,3
C1273694529,Activation,3
C127373209,Activation,3
C1273740052,Activation,3
C1273754844,Activation,3
C1273790925,Activation,3
C1273797981,Activation,3
C1273812804,Activation,3
C1273825215,Activation,3
C1273834851,Activation,3
C1273843513,Activation,3
C1273850166,Activation,3
C1273884520,Activation,3
C1273886796,Activation,3
C1273890688,Activation,3
C127390910,Activation,3
C1273938333,Activation,3
C1273961453,Activation,3
C1273961577,Activation,3
C1273981288,Activation,3
C1273982051,Activation,3
C127407642,Activation,3
C1274107873,Activation,3
C1274128781,Activation,3
C1274162533,Activation,3
C1274175525,Activation,3
C1274186060,Activation,3
C127418893,Activation,3
C1274192571,Activation,3
C127421877,Activation,3
C1274237766,Activation,3
C1274252264,Activation,3
C1274272665,Activation,3
C1274312814,Activation,3
C1274344918,Activation,3
C127434995,Activation,3
C1274393698,Activation,3
C1274394238,Activation,3
C1274408788,Activation,3
C1274419211,Activation,3
C1274424776,Activation,3
C1274451627,Activation,3
C1274452279,Activation,3
C1274471701,Activation,3
C1274472752,Activation,3
C1274473182,Activation,3
C1274479317,Activation,3
C127452333,Activation,3
C1274527021,Activation,3
C1274550622,Activation,3
C1274585704,Activation,3
C1274610907,Activation,3
C1274626893,Activation,3
C1274629592,Activation,3
C127466643,Activation,3
C1274669279,Activation,3
C1274707738,Activation,3
C127471005,Activation,3
C1274711593,Activation,3
C1274724402,Activation,3
C1274761964,Activation,3
C1274764424,Activation,3
C1274784145,Activation,3
C1274786553,Activation,3
C1274791290,Activation,3
C1274796699,Activation,3
C1274806888,Activation,3
C1274854612,Activation,3
C1274899611,Activation,3
C1274999440,Activation,3
C1275061750,Activation,3
C1275068827,Activation,3
C1275077427,Activation,3
C1275087732,Activation,3
C1275215659,Activation,3
C127523990,Activation,3
C1275251917,Activation,3
C1275320364,Activation,3
C127534557,Activation,3
C1275357328,Activation,3
C1275367205,Activation,3
C1275375704,Activation,3
C1275440255,Activation,3
C1275471245,Activation,3
C1275510302,Activation,3
C127552811,Activation,3
C1275537973,Activation,3
C1275554626,Activation,3
C1275575427,Activation,3
C1275580493,Activation,3
C1275606572,Activation,3
C127560895,Activation,3
C1275623169,Activation,3
C1275632492,Activation,3
C1275652623,Activation,3
C1275663705,Activation,3
C127567566,Activation,3
C1275690114,Activation,3
C1275710104,Activation,3
C1275716072,Activation,3
C1275738581,Activation,3
C1275752974,Activation,3
C1275758413,Activation,3
C127576263,Activation,3
C127581426,Activation,3
C1275814584,Activation,3
C1275818678,Activation,3
C1275862168,Activation,3
C1275895763,Activation,3
C1275908949,Activation,3
C1275929929,Activation,3
C127594204,Activation,3
C1275992676,Activation,3
C1276009375,Activation,3
C1276019738,Activation,3
C1276040759,Activation,3
C1276053821,Activation,3
C1276062299,Activation,3
C127610438,Activation,3
C1276135168,Activation,3
C1276185102,Activation,3
C1276189456,Activation,3
C1276248358,Activation,3
C127625809,Activation,3
C1276278102,Activation,3
C1276279404,Activation,3
C127628592,Activation,3
C1276288878,Activation,3
C127629090,Activation,3
C1276309980,Activation,3
C127634322,Activation,3
C1276413612,Activation,3
C1276433293,Activation,3
C1276446315,Activation,3
C1276498460,Activation,3
C1276512312,Activation,3
C1276514452,Activation,3
C127651782,Activation,3
C1276600497,Activation,3
C1276624443,Activation,3
C1276648803,Activation,3
C1276653799,Activation,3
C1276680975,Activation,3
C1276710459,Activation,3
C1276724699,Activation,3
C127674029,Activation,3
C127675681,Activation,3
C1276763804,Activation,3
C1276771837,Activation,3
C1276787191,Activation,3
C1276830501,Activation,3
C1276835767,Activation,3
C12768478,Activation,3
C1276853839,Activation,3
C1276863812,Activation,3
C1276917516,Activation,3
C1276930633,Activation,3
C1276939853,Activation,3
C1277022399,Activation,3
C1277065987,Activation,3
C1277073274,Activation,3
C1277091298,Activation,3
C1277109332,Activation,3
C1277134625,Activation,3
C1277200592,Activation,3
C127720857,Activation,3
C127728310,Activation,3
C1277295515,Activation,3
C1277299858,Activation,3
C1277308759,Activation,3
C1277341887,Activation,3
C1277356061,Activation,3
C1277369611,Activation,3
C1277373028,Activation,3
C1277409214,Activation,3
C1277422204,Activation,3
C1277431574,Activation,3
C1277442513,Activation,3
C1277474154,Activation,3
C1277486311,Activation,3
C1277487133,Activation,3
C1277489840,Activation,3
C1277492665,Activation,3
C1277494654,Activation,3
C127751648,Activation,3
C1277527700,Activation,3
C127756806,Activation,3
C1277622366,Activation,3
C1277632741,Activation,3
C1277637937,Activation,3
C1277649520,Activation,3
C1277653610,Activation,3
C1277664784,Activation,3
C1277700455,Activation,3
C1277703046,Activation,3
C1277744557,Activation,3
C1277747108,Activation,3
C127778930,Activation,3
C1277822775,Activation,3
C1277865027,Activation,3
C1277869357,Activation,3
C1277881149,Activation,3
C127788765,Activation,3
C1277904573,Activation,3
C1277923901,Activation,3
C1277933967,Activation,3
C1277982505,Activation,3
C1277983923,Activation,3
C1277986342,Activation,3
C1278008682,Activation,3
C1278009553,Activation,3
C1278017855,Activation,3
C1278025568,Activation,3
C1278060111,Activation,3
C1278074048,Activation,3
C1278093285,Activation,3
C1278104274,Activation,3
C127811302,Activation,3
C1278118805,Activation,3
C1278165875,Activation,3
C1278167208,Activation,3
C1278168453,Activation,3
C1278215033,Activation,3
C127823577,Activation,3
C1278274593,Activation,3
C1278313877,Activation,3
C1278347916,Activation,3
C1278365249,Activation,3
C1278378557,Activation,3
C1278404085,Activation,3
C1278407384,Activation,3
C1278463556,Activation,3
C1278477757,Activation,3
C1278484198,Activation,3
C1278515134,Activation,3
C1278522796,Activation,3
C1278523708,Activation,3
C1278536223,Activation,3
C1278548435,Activation,3
C1278567577,Activation,3
C1278592700,Activation,3
C127863971,Activation,3
C1278663601,Activation,3
C1278681213,Activation,3
C1278686225,Activation,3
C1278703501,Activation,3
C1278722301,Activation,3
C1278780397,Activation,3
C1278786045,Activation,3
C127878886,Activation,3
C1278793097,Activation,3
C1278793900,Activation,3
C1278803423,Activation,3
C1278814637,Activation,3
C1278903626,Activation,3
C1278906888,Activation,3
C1278931549,Activation,3
C1278985108,Activation,3
C1279046479,Activation,3
C1279063056,Activation,3
C127907821,Activation,3
C1279085363,Activation,3
C1279091885,Activation,3
C1279170052,Activation,3
C1279184881,Activation,3
C1279185350,Activation,3
C1279297355,Activation,3
C1279334122,Activation,3
C1279368873,Activation,3
C1279375116,Activation,3
C1279378374,Activation,3
C1279444943,Activation,3
C1279467695,Activation,3
C1279471264,Activation,3
C127951823,Activation,3
C1279546972,Activation,3
C1279551023,Activation,3
C1279557383,Activation,3
C127959469,Activation,3
C1279597543,Activation,3
C1279603225,Activation,3
C1279620726,Activation,3
C1279638403,Activation,3
C1279692390,Activation,3
C127971178,Activation,3
C1279731014,Activation,3
C127979142,Activation,3
C1279837347,Activation,3
C1279838425,Activation,3
C1279850395,Activation,3
C1279863687,Activation,3
C1279883563,Activation,3
C1279907190,Activation,3
C12799490,Activation,3
C1279952821,Activation,3
C1279954030,Activation,3
C12799551,Activation,3
C1279955918,Activation,3
C1279972455,Activation,3
C127999498,Activation,3
C1279997998,Activation,3
C128000486,Activation,3
C1280052059,Activation,3
C1280053001,Activation,3
C1280072073,Activation,3
C1280073113,Activation,3
C1280121767,Activation,3
C1280134195,Activation,3
C1280156536,Activation,3
C1280157439,Activation,3
C1280172680,Activation,3
C1280183614,Activation,3
C1280185399,Activation,3
C1280208858,Activation,3
C1280212961,Activation,3
C1280233336,Activation,3
C1280247314,Activation,3
C1280247853,Activation,3
C128025892,Activation,3
C1280274611,Activation,3
C1280369392,Activation,3
C1280395891,Activation,3
C128041632,Activation,3
C128043344,Activation,3
C1280455928,Activation,3
C1280471970,Activation,3
C1280492179,Activation,3
C1280529953,Activation,3
C1280542283,Activation,3
C1280547026,Activation,3
C1280548229,Activation,3
C1280562933,Activation,3
C1280601871,Activation,3
C1280642495,Activation,3
C1280644298,Activation,3
C1280665819,Activation,3
C1280703671,Activation,3
C1280707248,Activation,3
C1280738120,Activation,3
C128074028,Activation,3
C1280742642,Activation,3
C1280757092,Activation,3
C1280769122,Activation,3
C1280781677,Activation,3
C1280824487,Activation,3
C128082973,Activation,3
C1280854807,Activation,3
C1280858660,Activation,3
C12808741,Activation,3
C1280876995,Activation,3
C1280878967,Activation,3
C1280882787,Activation,3
C1280896005,Activation,3
C128091957,Activation,3
C1280937923,Activation,3
C1280943340,Activation,3
C128096087,Activation,3
C1280973724,Activation,3
C1280977117,Activation,3
C1280992266,Activation,3
C1281002336,Activation,3
C1281013676,Activation,3
C1281037245,Activation,3
C1281059136,Activation,3
C1281081881,Activation,3
C1281104019,Activation,3
C1281158230,Activation,3
C1281227687,Activation,3
C1281264192,Activation,3
C1281273630,Activation,3
C1281317199,Activation,3
C1281331189,Activation,3
C1281347599,Activation,3
C1281412190,Activation,3
C1281412859,Activation,3
C1281453927,Activation,3
C1281469677,Activation,3
C1281471889,Activation,3
C1281519507,Activation,3
C1281576524,Activation,3
C1281578243,Activation,3
C1281588472,Activation,3
C1281596950,Activation,3
C1281599164,Activation,3
C1281610824,Activation,3
C1281640482,Activation,3
C1281717832,Activation,3
C128175823,Activation,3
C1281776025,Activation,3
C1281798331,Activation,3
C1281819794,Activation,3
C1281841133,Activation,3
C128184669,Activation,3
C128187040,Activation,3
C1281904771,Activation,3
C1282019561,Activation,3
C1282047756,Activation,3
C128206899,Activation,3
C1282121391,Activation,3
C1282123003,Activation,3
C1282173820,Activation,3
C1282188599,Activation,3
C1282201524,Activation,3
C1282204417,Activation,3
C1282214710,Activation,3
C1282307595,Activation,3
C12823135,Activation,3
C12823145,Activation,3
C1282314527,Activation,3
C1282315933,Activation,3
C1282347509,Activation,3
C1282357739,Activation,3
C1282382405,Activation,3
C1282392312,Activation,3
C1282432742,Activation,3
C1282438677,Activation,3
C1282445594,Activation,3
C128250852,Activation,3
C1282531997,Activation,3
C1282545916,Activation,3
C1282554491,Activation,3
C128258087,Activation,3
C1282593229,Activation,3
C1282650624,Activation,3
C1282660004,Activation,3
C1282675849,Activation,3
C1282688365,Activation,3
C1282714241,Activation,3
C1282722803,Activation,3
C1282731324,Activation,3
C1282761726,Activation,3
C1282811873,Activation,3
C1282814025,Activation,3
C1282828765,Activation,3
C128285049,Activation,3
C1282896172,Activation,3
C1282931934,Activation,3
C1282942833,Activation,3
C1282964377,Activation,3
C1282987587,Activation,3
C1283052637,Activation,3
C128306982,Activation,3
C1283082398,Activation,3
C1283096211,Activation,3
C1283096822,Activation,3
C1283107836,Activation,3
C1283150407,Activation,3
C1283155671,Activation,3
C1283156412,Activation,3
C1283183734,Activation,3
C1283239158,Activation,3
C1283254211,Activation,3
C1283274951,Activation,3
C12833105,Activation,3
C1283317285,Activation,3
C1283332544,Activation,3
C1283334062,Activation,3
C1283336271,Activation,3
C1283375918,Activation,3
C1283383544,Activation,3
C1283411764,Activation,3
C1283435657,Activation,3
C1283439506,Activation,3
C1283446366,Activation,3
C1283476745,Activation,3
C1283530078,Activation,3
C1283539844,Activation,3
C1283545105,Activation,3
C1283594772,Activation,3
C1283596159,Activation,3
C128360667,Activation,3
C1283641198,Activation,3
C1283648615,Activation,3
C1283676666,Activation,3
C1283691472,Activation,3
C1283703019,Activation,3
C1283704104,Activation,3
C1283705384,Activation,3
C1283732994,Activation,3
C128386202,Activation,3
C1283871189,Activation,3
C1283893005,Activation,3
C1283955621,Activation,3
C128396306,Activation,3
C1283978355,Activation,3
C1283982136,Activation,3
C1283985171,Activation,3
C1284067975,Activation,3
C1284069933,Activation,3
C1284072054,Activation,3
C1284072972,Activation,3
C1284124706,Activation,3
C1284127875,Activation,3
C1284131944,Activation,3
C1284203056,Activation,3
C1284224048,Activation,3
C1284248220,Activation,3
C1284272917,Activation,3
C1284276654,Activation,3
C1284296496,Activation,3
C1284296837,Activation,3
C128430503,Activation,3
C1284307245,Activation,3
C1284356160,Activation,3
C1284357122,Activation,3
C1284366205,Activation,3
C1284401394,Activation,3
C1284429825,Activation,3
C1284436120,Activation,3
C1284471901,Activation,3
C1284516350,Activation,3
C1284558182,Activation,3
C1284605551,Activation,3
C1284607886,Activation,3
C1284630978,Activation,3
C1284646085,Activation,3
C1284657354,Activation,3
C1284666514,Activation,3
C128468180,Activation,3
C1284685360,Activation,3
C1284698173,Activation,3
C1284726318,Activation,3
C128474422,Activation,3
C1284778233,Activation,3
C128478653,Activation,3
C1284787011,Activation,3
C1284860572,Activation,3
C128491928,Activation,3
C128492955,Activation,3
C1284929633,Activation,3
C1284963456,Activation,3
C1284985284,Activation,3
C1285006609,Activation,3
C1285016772,Activation,3
C1285041295,Activation,3
C1285045871,Activation,3
C1285090006,Activation,3
C1285094192,Activation,3
C1285119270,Activation,3
C128516001,Activation,3
C1285208247,Activation,3
C1285221981,Activation,3
C128523087,Activation,3
C12852553,Activation,3
C1285267944,Activation,3
C128531166,Activation,3
C1285338827,Activation,3
C1285414484,Activation,3
C1285422753,Activation,3
C1285443052,Activation,3
C1285457941,Activation,3
C1285466848,Activation,3
C1285490974,Activation,3
C128549455,Activation,3
C1285499186,Activation,3
C1285516435,Activation,3
C1285525926,Activation,3
C1285561819,Activation,3
C128557735,Activation,3
C1285578022,Activation,3
C1285586181,Activation,3
C1285588381,Activation,3
C1285649320,Activation,3
C1285651278,Activation,3
C1285687060,Activation,3
C1285689861,Activation,3
C1285713950,Activation,3
C1285721606,Activation,3
C1285723535,Activation,3
C1285739354,Activation,3
C1285772048,Activation,3
C1285795407,Activation,3
C1285801306,Activation,3
C1285815807,Activation,3
C1285834435,Activation,3
C1285884068,Activation,3
C1285951494,Activation,3
C12859598,Activation,3
C1285966745,Activation,3
C1285990548,Activation,3
C1286003239,Activation,3
C1286030734,Activation,3
C1286065174,Activation,3
C1286077745,Activation,3
C1286129274,Activation,3
C1286201044,Activation,3
C1286241479,Activation,3
C1286287964,Activation,3
C1286294602,Activation,3
C128635578,Activation,3
C1286359626,Activation,3
C1286391474,Activation,3
C1286396407,Activation,3
C1286427920,Activation,3
C1286430645,Activation,3
C1286474029,Activation,3
C1286557602,Activation,3
C1286561323,Activation,3
C1286604247,Activation,3
C1286644514,Activation,3
C1286696027,Activation,3
C1286708819,Activation,3
C1286716043,Activation,3
C1286728217,Activation,3
C1286857781,Activation,3
C1286865875,Activation,3
C1286883667,Activation,3
C128694533,Activation,3
C1286950297,Activation,3
C1286965559,Activation,3
C1286969766,Activation,3
C1286987023,Activation,3
C1286991332,Activation,3
C1287041294,Activation,3
C1287111248,Activation,3
C1287128571,Activation,3
C1287137793,Activation,3
C1287150954,Activation,3
C1287152632,Activation,3
C1287164846,Activation,3
C1287216298,Activation,3
C1287220191,Activation,3
C1287272673,Activation,3
C1287280521,Activation,3
C1287283136,Activation,3
C1287308687,Activation,3
C1287313665,Activation,3
C1287331503,Activation,3
C1287360423,Activation,3
C1287375516,Activation,3
C1287385913,Activation,3
C1287385949,Activation,3
C1287393707,Activation,3
C1287425145,Activation,3
C1287435318,Activation,3
C128745258,Activation,3
C128745398,Activation,3
C1287466371,Activation,3
C1287473435,Activation,3
C1287517083,Activation,3
C1287520140,Activation,3
C128754410,Activation,3
C1287577658,Activation,3
C1287584588,Activation,3
C128760590,Activation,3
C1287651128,Activation,3
C1287695818,Activation,3
C1287703232,Activation,3
C1287723583,Activation,3
C1287735372,Activation,3
C1287788307,Activation,3
C128779265,Activation,3
C1287798873,Activation,3
C1287830181,Activation,3
C1287857660,Activation,3
C1287874591,Activation,3
C1287900410,Activation,3
C128792451,Activation,3
C1287932676,Activation,3
C12879344,Activation,3
C1287935178,Activation,3
C1287938180,Activation,3
C1287977469,Activation,3
C1287977633,Activation,3
C1288003398,Activation,3
C128806419,Activation,3
C128807638,Activation,3
C1288095082,Activation,3
C1288099336,Activation,3
C1288106189,Activation,3
C1288126057,Activation,3
C1288166417,Activation,3
C1288185351,Activation,3
C1288189223,Activation,3
C1288196352,Activation,3
C1288203061,Activation,3
C1288231455,Activation,3
C1288236846,Activation,3
C1288252915,Activation,3
C1288256100,Activation,3
